ļ	2	12	10
Ľ	5	12	10
ľ	3	12	10
Ŀ	5	12	10
ŀ	3	12	10
Ł	6	12	10
ł	4	12	10
Ń	5	12	10
ń	5	12	10
Ņ	5	12	10
ņ	5	12	10
Ň	5	12	10
ň	5	12	10
Ŋ	5	12	10
ŋ	5	12	10
Ō	5	12	10
ō	5	12	10
Ŏ	5	12	10
ŏ	5	12	10
Ő	5	12	10
ő	5	12	10
Œ	9	12	10
œ	9	12	10
Ŕ	5	12	10
ŕ	5	12	10
Ŗ	5	12	10
ŗ	5	12	10
Ř	5	12	10
ř	5	12	10
Ś	5	12	10
ś	5	12	10
Ŝ	5	12	10
ŝ	5	12	10
Ş	5	12	10
ş	5	12	10
Š	5	12	10
š	5	12	10
Ţ	5	12	10
ţ	3	12	10
Ť	5	12	10
ť	4	12	10
Ŧ	5	12	10
ŧ	3	12	10
Ũ	5	12	10
ũ	5	12	10
Ū	5	12	10
ū	5	12	10
Ŭ	5	12	10
ŭ	5	12	10
Ů	5	12	10
ů	5	12	10
Ű	5	12	10
ű	5	12	10
Ų	5	12	10
ų	5	12	10
Ŵ	5	12	10
ŵ	5	12	10
Ŷ	5	12	10
ŷ	5	12	10
Ÿ	5	12	10
Ź	5	12	10
ź	5	12	10
Ż	5	12	10
ż	5	12	10
Ž	5	12	10
ž	5	12	10
Ǽ	9	12	10
ǽ	9	12	10
Ǿ	5	12	10
ǿ	5	12	10
Ș	5	12	10
ș	5	12	10
Ț	5	12	10
ț	3	12	10
Ά	7	12	10
Έ	7	12	10
Ή	7	12	10
Ί	5	12	10
Ό	7	12	10
Ύ	7	12	10
Ώ	7	12	10
ΐ	5	12	10
Ϊ	3	12	10
Ϋ	5	12	10
ά	5	12	10
έ	5	12	10
ή	5	12	10
ί	2	12	10
ΰ	5	12	10
ϊ	3	12	10
ϋ	5	12	10
ό	5	12	10
ύ	5	12	10
ώ	7	12	10
Ѐ	5	12	10
Ё	5	12	10
Ѓ	5	12	10
Ї	3	12	10
Ќ	5	12	10
Ѝ	5	12	10
Ў	5	12	10
Й	5	12	10
й	5	12	10
ѐ	5	12	10
ё	5	12	10
ђ	6	12	10
ѓ	4	12	10
ї	3	12	10
ћ	6	12	10
ќ	4	12	10
ѝ	5	12	10
ў	5	12	10
џ	5	12	10
Ґ	5	12	10
ґ	5	12	10
Ḃ	5	12	10
ḃ	5	12	10
Ḋ	5	12	10
ḋ	5	12	10
Ḟ	5	12	10
ḟ	4	12	10
Ḣ	5	12	10
ḣ	5	12	10
Ḱ	5	12	10
ḱ	4	12	10
Ṁ	5	12	10
ṁ	5	12	10
Ṗ	5	12	10
ṗ	5	12	10
Ṡ	5	12	10
ṡ	5	12	10
Ṫ	5	12	10
ṫ	3	12	10
Ẁ	5	12	10
ẁ	5	12	10
Ẃ	5	12	10
ẃ	5	12	10
Ẅ	5	12	10
ẅ	5	12	10
Ỳ	5	12	10
ỳ	5	12	10
è	5	12	10
é	5	12	10
ê	5	12	10
ë	5	12	10
ŉ	7	12	10
ǧ	5	12	10
ǫ	5	12	10
Џ	5	12	10
ḍ	5	12	10
ḥ	5	12	10
ṛ	5	12	10
ṭ	3	12	10
Ẓ	5	12	10
Ị	3	12	10
ị	1	12	10
Ọ	5	12	10
ọ	5	12	10
Ụ	5	12	10
ụ	5	12	10
№	9	12	10
ȇ	5	12	10
Ɣ	5	12	10
ɣ	5	12	10
ʃ	5	12	10
⁇	9	12	10
Ǳ	9	12	10
ǲ	9	12	10
ǳ	9	12	10
Ǆ	9	12	10
ǅ	9	12	10
ǆ	9	12	10
Ǉ	9	12	10
ǈ	9	12	10
Ǌ	9	12	10
ǋ	9	12	10
ǌ	9	12	10
ℹ	9	12	10
ᵫ	9	12	10
Ꜳ	9	12	10
ꜳ	9	12	10
Ꜵ	9	12	10
ꜵ	9	12	10
Ꜷ	9	12	10
ꜷ	9	12	10
Ꜹ	9	12	10
Ꜻ	9	12	10
Ꜽ	9	12	10
ꜽ	8	12	10
Ꝏ	9	12	10
ꝏ	9	12	10
Ꝡ	5	12	10
ꝡ	5	12	10
ﬄ	9	12	10
ﬆ	9	12	10
ᚡ	4	12	10
ᚵ	4	12	10
Ơ	7	12	10
ơ	7	12	10
Ư	7	12	10
ư	7	12	10
Ắ	5	12	10
ắ	5	12	10
Ấ	5	12	10
ấ	5	12	10
Ế	5	12	10
ế	5	12	10
ố	5	12	10
Ớ	7	12	10
ớ	7	12	10
Ứ	7	12	10
ứ	7	12	10
Ằ	5	12	10
ằ	5	12	10
Ầ	5	12	10
ầ	5	12	10
Ề	5	12	10
ề	5	12	10
ồ	5	12	10
Ờ	7	12	10
ờ	7	12	10
Ừ	7	12	10
ừ	7	12	10
Ả	5	12	10
ả	5	12	10
Ẳ	5	12	10
ẳ	5	12	10
Ẩ	5	12	10
ẩ	5	12	10
Ẻ	5	12	10
ẻ	5	12	10
ổ	5	12	10
Ở	7	12	10
Ể	5	12	10
ể	5	12	10
Ỉ	3	12	10
ỉ	3	12	10
Ỏ	5	12	10
ỏ	5	12	10
Ổ	5	12	10
ở	7	12	10
Ủ	5	12	10
ủ	5	12	10
Ử	7	12	10
ử	7	12	10
Ỷ	5	12	10
ỷ	5	12	10
Ạ	5	12	10
ạ	5	12	10
Ặ	5	12	10
ặ	5	12	10
Ậ	5	12	10
ậ	5	12	10
Ẹ	5	12	10
ẹ	5	12	10
Ệ	5	12	10
ệ	5	12	10
Ộ	5	12	10
ộ	5	12	10
Ợ	7	12	10
ợ	7	12	10
Ự	7	12	10
ự	7	12	10
Ỵ	5	12	10
ỵ	5	12	10
Ố	5	12	10
ƕ	8	12	10
Ẫ	5	12	10
ẫ	5	12	10
Ỗ	5	12	10
ỗ	5	12	10
ữ	7	12	10
☞	9	12	10
☜	9	12	10
☮	9	12	10
Ẵ	5	12	10
ẵ	5	12	10
Ẽ	5	12	10
ẽ	5	12	10
Ễ	5	12	10
ễ	5	12	10
Ồ	5	12	10
Ỡ	7	12	10
ỡ	7	12	10
Ữ	7	12	10
Ỹ	5	12	10
ỹ	5	12	10
Ҙ	5	12	10
ҙ	5	12	10
Ҡ	6	12	10
ҡ	5	12	10
Ҫ	5	12	10
ҫ	5	12	10
Ƕ	8	12	10
⚠	9	12	10
⓪	9	12	10
①	9	12	10
②	9	12	10
③	9	12	10
④	9	12	10
⑤	9	12	10
⑥	9	12	10
⑦	9	12	10
⑧	9	12	10
⑨	9	12	10
⑩	9	12	10
⑪	9	12	10
⑫	9	12	10
⑬	9	12	10
⑭	9	12	10
⑮	9	12	10
⑯	9	12	10
⑰	9	12	10
⑱	9	12	10
⑲	9	12	10
⑳	9	12	10
Ⓐ	9	12	10
Ⓑ	9	12	10
Ⓒ	9	12	10
Ⓓ	9	12	10
Ⓔ	9	12	10
Ⓕ	9	12	10
Ⓖ	9	12	10
Ⓗ	9	12	10
Ⓘ	9	12	10
Ⓙ	9	12	10
Ⓚ	9	12	10
Ⓛ	9	12	10
Ⓜ	9	12	10
Ⓝ	9	12	10
Ⓞ	9	12	10
Ⓟ	9	12	10
Ⓠ	9	12	10
Ⓡ	9	12	10
Ⓢ	9	12	10
Ⓣ	9	12	10
Ⓤ	9	12	10
Ⓥ	9	12	10
Ⓦ	9	12	10
Ⓧ	9	12	10
Ⓨ	9	12	10
Ⓩ	9	12	10
ⓐ	9	12	10
ⓑ	9	12	10
ⓒ	9	12	10
ⓓ	9	12	10
ⓔ	9	12	10
ⓕ	9	12	10
ⓖ	9	12	10
ⓗ	9	12	10
ⓘ	9	12	10
ⓙ	9	12	10
ⓚ	9	12	10
ⓛ	9	12	10
ⓜ	9	12	10
ⓝ	9	12	10
ⓞ	9	12	10
ⓟ	9	12	10
ⓠ	9	12	10
ⓡ	9	12	10
ⓢ	9	12	10
ⓣ	9	12	10
ⓤ	9	12	10
ⓥ	9	12	10
ⓦ	9	12	10
ⓧ	9	12	10
ⓨ	9	12	10
ⓩ	9	12	10
̧	2	12	10
ʂ	5	12	10
ʐ	6	12	10
ɶ	9	12	10
Ǎ	5	12	10
ǎ	5	12	10
Ǟ	5	12	10
ǟ	5	12	10
Ǻ	5	12	10
ǻ	5	12	10
Ȃ	5	12	10
ȃ	5	12	10
Ȧ	5	12	10
ȧ	5	12	10
Ǡ	5	12	10
ǡ	5	12	10
Ḁ	5	12	10
ḁ	5	12	10
Ȁ	5	12	10
ȁ	5	12	10
Ḇ	5	12	10
ḇ	5	12	10
Ḅ	5	12	10
ḅ	5	12	10
ᵬ	7	12	10
Ḉ	5	12	10
ḉ	5	12	10
Ḑ	5	12	10
ḑ	5	12	10
Ḓ	5	12	10
ḓ	5	12	10
Ḏ	5	12	10
ḏ	5	12	10
Ḍ	5	12	10
ᵭ	7	12	10
Ḕ	5	12	10
ḕ	5	12	10
Ḗ	5	12	10
ḗ	5	12	10
Ḙ	5	12	10
ḙ	5	12	10
Ḝ	5	12	10
ḝ	5	12	10
Ȩ	5	12	10
ȩ	5	12	10
Ḛ	5	12	10
ḛ	5	12	10
Ȅ	5	12	10
ȅ	5	12	10
Ȇ	5	12	10
ᵮ	5	12	10
Ǵ	5	12	10
ǵ	5	12	10
Ǧ	5	12	10
Ḧ	5	12	10
ḧ	5	12	10
Ḩ	5	12	10
ḩ	5	12	10
Ḫ	5	12	10
ḫ	5	12	10
Ȟ	5	12	10
ȟ	5	12	10
Ḥ	5	12	10
ẖ	5	12	10
Ḯ	3	12	10
ḯ	3	12	10
Ȋ	4	12	10
ȋ	4	12	10
Ǐ	3	12	10
ǐ	3	12	10
Ȉ	5	12	10
ȉ	5	12	10
Ḭ	4	12	10
ḭ	4	12	10
ǰ	5	12	10
ȷ	5	12	10
Ǩ	5	12	10
ǩ	4	12	10
Ḳ	5	12	10
ḳ	4	12	10
Ḵ	5	12	10
ḵ	4	12	10
Ḻ	5	12	10
ḻ	3	12	10
Ḽ	5	12	10
ḽ	3	12	10
Ḷ	5	12	10
ḷ	2	12	10
Ḹ	5	12	10
ḹ	3	12	10
Ɫ	7	12	10
Ḿ	5	12	10
ḿ	5	12	10
Ṃ	5	12	10
ṃ	5	12	10
ᵯ	7	12	10
Ṅ	5	12	10
ṅ	5	12	10
Ṇ	5	12	10
ṇ	5	12	10
Ṋ	5	12	10
ṋ	5	12	10
Ǹ	5	12	10
ǹ	5	12	10
Ṉ	5	12	10
ṉ	5	12	10
ᵰ	7	12	10
Ǭ	5	12	10
ǭ	5	12	10
Ȭ	5	12	10
ȭ	5	12	10
Ṍ	5	12	10
ṍ	5	12	10
Ṏ	5	12	10
ṏ	5	12	10
Ṑ	5	12	10
ṑ	5	12	10
Ṓ	5	12	10
ṓ	5	12	10
Ȏ	5	12	10
ȏ	5	12	10
Ȫ	5	12	10
ȫ	5	12	10
Ǒ	5	12	10
ǒ	5	12	10
Ȯ	5	12	10
ȯ	5	12	10
Ȱ	5	12	10
ȱ	5	12	10
Ȍ	5	12	10
ȍ	5	12	10
Ǫ	5	12	10
Ṕ	5	12	10
ṕ	5	12	10
ᵱ	7	12	10
Ȓ	5	12	10
ȓ	5	12	10
Ṙ	5	12	10
ṙ	5	12	10
Ṝ	5	12	10
ṝ	5	12	10
Ṟ	5	12	10
ṟ	5	12	10
Ȑ	5	12	10
ȑ	5	12	10
Ṛ	5	12	10
ᵳ	7	12	10
ᵲ	7	12	10
Ṥ	5	12	10
ṥ	5	12	10
Ṧ	5	12	10
ṧ	5	12	10
Ṣ	5	12	10
ṣ	5	12	10
Ṩ	5	12	10
ṩ	5	12	10
ᵴ	7	12	10
Ṱ	5	12	10
ṱ	3	12	10
Ṯ	5	12	10
ṯ	3	12	10
Ṭ	5	12	10
ẗ	3	12	10
ᵵ	5	12	10
Ṳ	5	12	10
ṳ	5	12	10
Ṷ	5	12	10
ṷ	5	12	10
Ṹ	5	12	10
ṹ	5	12	10
Ṻ	5	12	10
ṻ	5	12	10
Ǔ	5	12	10
ǔ	5	12	10
Ǖ	5	12	10
ǖ	5	12	10
Ǘ	5	12	10
ǘ	5	12	10
Ǚ	5	12	10
ǚ	5	12	10
Ǜ	5	12	10
ǜ	5	12	10
Ṵ	5	12	10
ṵ	5	12	10
Ȕ	5	12	10
ȕ	5	12	10
Ȗ	5	12	10
Ṿ	5	12	10
ṿ	5	12	10
Ṽ	5	12	10
ṽ	5	12	10
Ẇ	5	12	10
ẇ	5	12	10
Ẉ	5	12	10
ẉ	5	12	10
ẘ	5	12	10
Ẍ	5	12	10
ẍ	5	12	10
Ẋ	5	12	10
ẋ	5	12	10
Ȳ	5	12	10
ȳ	5	12	10
Ẏ	5	12	10
ẏ	5	12	10
ẙ	5	12	10
Ẕ	5	12	10
ẕ	5	12	10
Ẑ	5	12	10
ẑ	5	12	10
ẓ	5	12	10
ᵶ	5	12	10
Ǯ	5	12	10
ǯ	5	12	10
ẛ	3	12	10
Ꜿ	5	12	10
ꜿ	5	12	10
Ǣ	9	12	10
ǣ	9	12	10
ᵺ	8	12	10
ỻ	6	12	10
ᴂ	9	12	10
ᴔ	9	12	10
ꭣ	9	12	10
ȸ	9	12	10
ʣ	9	12	10
ʥ	9	12	10
ʤ	9	12	10
ʩ	9	12	10
ʪ	7	12	10
ʫ	7	12	10
ȹ	9	12	10
ʨ	8	12	10
ʦ	8	12	10
ʧ	7	12	10
ꭐ	5	12	10
ꭑ	5	12	10
₧	9	12	10
Ỻ	7	12	10
אַ	5	12	10
אָ	5	12	10
ƀ	6	12	10
Ƃ	5	12	10
ƃ	5	12	10
Ƈ	6	12	10
ƈ	6	12	10
Ɗ	7	12	10
Ƌ	5	12	10
ƌ	5	12	10
Ɠ	6	12	10
Ǥ	6	12	10
ǥ	6	12	10
Ɨ	3	12	10
Ɩ	3	12	10
ɩ	2	12	10
Ƙ	5	12	10
ƙ	4	12	10
Ɲ	6	12	10
Ƥ	7	12	10
ƥ	5	12	10
ɽ	5	12	10
Ʀ	5	12	10
Ƭ	6	12	10
ƭ	3	12	10
ƫ	3	12	10
Ʈ	5	12	10
ȗ	5	12	10
Ʊ	5	12	10
Ɯ	5	12	10
Ƴ	6	12	10
ƴ	7	12	10
Ƶ	5	12	10
ƶ	5	12	10
Ƣ	7	12	10
ƣ	7	12	10
Ȣ	5	12	10
ȣ	5	12	10
ʭ	5	12	10
ʮ	6	12	10
ʯ	7	12	10
ﬔ	9	12	10
ﬕ	9	12	10
ﬗ	9	12	10
ﬖ	9	12	10
ﬓ	9	12	10
Ӑ	5	12	10
ӑ	5	12	10
Ӓ	5	12	10
ӓ	5	12	10
Ӷ	5	12	10
ӷ	4	12	10
Ҕ	5	12	10
ҕ	4	12	10
Ӗ	5	12	10
ӗ	5	12	10
Ҽ	7	12	10
ҽ	7	12	10
Ҿ	7	12	10
ҿ	7	12	10
Ӛ	5	12	10
ӛ	5	12	10
Ӝ	7	12	10
ӝ	5	12	10
Ӂ	7	12	10
ӂ	5	12	10
Ӟ	5	12	10
ӟ	5	12	10
Ӣ	5	12	10
ӣ	5	12	10
Ӥ	5	12	10
ӥ	5	12	10
Ӧ	5	12	10
ӧ	5	12	10
Ӫ	5	12	10
ӫ	5	12	10
Ӱ	5	12	10
ӱ	5	12	10
Ӯ	5	12	10
ӯ	5	12	10
Ӳ	5	12	10
ӳ	5	12	10
Ӵ	5	12	10
ӵ	5	12	10
Ӹ	7	12	10
ӹ	6	12	10
Ӭ	5	12	10
ӭ	5	12	10
Ѷ	6	12	10
ѷ	6	12	10
Ӕ	9	12	10
Ӻ	6	12	10
Ԃ	8	12	10
Ꚃ	5	12	10
Ꚁ	6	12	10
Ꚉ	6	12	10
Ԫ	9	12	10
Ԭ	6	12	10
Ꚅ	9	12	10
Ԅ	7	12	10
Ԑ	5	12	10
Ӡ	5	12	10
Ԇ	6	12	10
Ҋ	6	12	10
Ӄ	5	12	10
Ҟ	6	12	10
Ҝ	5	12	10
Ԟ	5	12	10
Ԛ	5	12	10
Ӆ	6	12	10
Ԯ	6	12	10
Ԓ	5	12	10
Ԡ	8	12	10
Ԉ	8	12	10
Ԕ	8	12	10
Ӎ	6	12	10
Ӊ	6	12	10
Ԩ	6	12	10
Ӈ	5	12	10
Ҥ	6	12	10
Ԣ	8	12	10
Ԋ	8	12	10
Ҩ	6	12	10
Ԥ	6	12	10
Ҧ	8	12	10
Ҏ	5	12	10
Ԗ	8	12	10
Ԍ	5	12	10
Ꚑ	5	12	10
Ҭ	5	12	10
Ꚋ	6	12	10
Ꚍ	5	12	10
Ԏ	6	12	10
Ҳ	6	12	10
Ӽ	5	12	10
Ӿ	5	12	10
Ԧ	6	12	10
Ꚕ	5	12	10
Ҵ	7	12	10
Ꚏ	6	12	10
Ҷ	6	12	10
Ӌ	5	12	10
Ҹ	5	12	10
Ꚓ	6	12	10
Ꚗ	8	12	10
Ꚇ	5	12	10
Ҍ	6	12	10
Ԙ	9	12	10
Ԝ	5	12	10
ӕ	9	12	10
ӻ	5	12	10
ԃ	8	12	10
ꚃ	5	12	10
ꚁ	6	12	10
ꚉ	6	12	10
ԫ	9	12	10
ԭ	6	12	10
ꚅ	8	12	10
ԅ	7	12	10
ԑ	5	12	10
ӡ	5	12	10
ԇ	6	12	10
ҋ	6	12	10
ӄ	4	12	10
ҟ	5	12	10
ҝ	5	12	10
ԟ	5	12	10
ԛ	5	12	10
ӆ	6	12	10
ԯ	6	12	10
ԓ	5	12	10
ԡ	8	12	10
ԉ	8	12	10
ԕ	8	12	10
ӎ	6	12	10
ӊ	6	12	10
ԩ	6	12	10
ӈ	5	12	10
ҥ	6	12	10
ԣ	8	12	10
ԋ	8	12	10
ҩ	6	12	10
ԥ	6	12	10
ҧ	8	12	10
ҏ	5	12	10
ԗ	8	12	10
ԍ	5	12	10
ꚑ	5	12	10
ҭ	5	12	10
ꚋ	6	12	10
ꚍ	5	12	10
ԏ	6	12	10
ҳ	6	12	10
ӽ	5	12	10
ӿ	5	12	10
ԧ	6	12	10
ꚕ	5	12	10
ҵ	6	12	10
ꚏ	5	12	10
ҷ	6	12	10
ӌ	5	12	10
ҹ	5	12	10
ꚓ	6	12	10
ꚗ	6	12	10
ꚇ	5	12	10
ҍ	6	12	10
ԙ	9	12	10
ԝ	5	12	10
Ἀ	8	12	10
ἀ	5	12	10
Ἁ	8	12	10
ἁ	5	12	10
Ἂ	9	12	10
ἂ	5	12	10
Ἃ	9	12	10
ἃ	5	12	10
Ἄ	9	12	10
ἄ	5	12	10
Ἅ	9	12	10
ἅ	6	12	10
Ἆ	8	12	10
ἆ	5	12	10
Ἇ	8	12	10
ἇ	5	12	10
Ὰ	8	12	10
ὰ	5	12	10
Ᾰ	5	12	10
ᾰ	5	12	10
Ᾱ	5	12	10
ᾱ	5	12	10
Ά	8	12	10
ά	5	12	10
ᾈ	8	12	10
ᾀ	5	12	10
ᾉ	8	12	10
ᾁ	5	12	10
ᾊ	9	12	10
ᾂ	5	12	10
ᾋ	9	12	10
ᾃ	5	12	10
ᾌ	9	12	10
ᾄ	5	12	10
ᾍ	9	12	10
ᾅ	5	12	10
ᾎ	8	12	10
ᾆ	5	12	10
ᾏ	8	12	10
ᾇ	5	12	10
ᾼ	5	12	10
ᾴ	5	12	10
ᾶ	5	12	10
ᾷ	5	12	10
ᾲ	5	12	10
ᾳ	5	12	10
Ἐ	8	12	10
ἐ	5	12	10
Ἑ	8	12	10
ἑ	5	12	10
Ἒ	9	12	10
ἒ	5	12	10
Ἓ	9	12	10
ἓ	5	12	10
Ἔ	9	12	10
ἔ	5	12	10
Ἕ	9	12	10
ἕ	5	12	10
Ὲ	8	12	10
Έ	8	12	10
ὲ	5	12	10
έ	5	12	10
Ἠ	8	12	10
ἠ	5	12	10
Ὴ	8	12	10
ὴ	5	12	10
Ἡ	8	12	10
ἡ	5	12	10
Ἢ	9	12	10
ἢ	5	12	10
Ἣ	9	12	10
ἣ	5	12	10
Ἤ	9	12	10
ἤ	5	12	10
Ἥ	9	12	10
ἥ	5	12	10
Ἦ	8	12	10
ἦ	5	12	10
Ἧ	8	12	10
ἧ	5	12	10
ᾘ	8	12	10
ᾐ	5	12	10
ᾙ	8	12	10
ᾑ	5	12	10
ᾚ	9	12	10
ᾒ	5	12	10
ᾛ	9	12	10
ᾓ	5	12	10
ᾜ	9	12	10
ᾔ	5	12	10
ᾝ	9	12	10
ᾕ	5	12	10
ᾞ	8	12	10
ᾖ	5	12	10
ᾟ	8	12	10
ᾗ	5	12	10
Ή	8	12	10
ή	5	12	10
ῌ	5	12	10
ῃ	5	12	10
ῂ	5	12	10
ῄ	5	12	10
ῆ	5	12	10
ῇ	5	12	10
Ὶ	6	12	10
ὶ	3	12	10
Ί	6	12	10
ί	2	12	10
Ἰ	6	12	10
ἰ	3	12	10
Ἱ	9	12	10
ἱ	2	12	10
Ἲ	8	12	10
ἲ	5	12	10
Ἳ	7	12	10
ἳ	5	12	10
Ἴ	8	12	10
ἴ	5	12	10
Ἵ	7	12	10
ἵ	5	12	10
Ἶ	6	12	10
ἶ	4	12	10
Ἷ	6	12	10
ἷ	4	12	10
Ῐ	4	12	10
ῐ	4	12	10
Ῑ	3	12	10
ῑ	3	12	10
ῒ	3	12	10
ΐ	3	12	10
ῖ	4	12	10
ῗ	4	12	10
Ὸ	8	12	10
ὸ	5	12	10
Ό	8	12	10
ό	5	12	10
Ὀ	8	12	10
ὀ	5	12	10
Ὁ	8	12	10
ὁ	5	12	10
Ὂ	9	12	10
ὂ	5	12	10
Ὃ	9	12	10
ὃ	5	12	10
Ὄ	9	12	10
ὄ	5	12	10
Ὅ	9	12	10
ὅ	5	12	10
Ῥ	8	12	10
ῤ	5	12	10
ῥ	5	12	10
Ὺ	8	12	10
ὺ	5	12	10
Ύ	8	12	10
ύ	5	12	10
Ὑ	8	12	10
ὑ	5	12	10
Ὓ	9	12	10
ὓ	5	12	10
Ὕ	9	12	10
ὕ	5	12	10
Ὗ	8	12	10
ὗ	5	12	10
Ῠ	5	12	10
ῠ	5	12	10
Ῡ	5	12	10
ῡ	5	12	10
ϓ	9	12	10
ϔ	6	12	10
ῢ	5	12	10
ΰ	5	12	10
ῧ	5	12	10
ὐ	5	12	10
ὒ	5	12	10
ὔ	5	12	10
ῦ	5	12	10
ὖ	5	12	10
Ὼ	8	12	10
ὼ	7	12	10
Ώ	8	12	10
ώ	7	12	10
Ὠ	8	12	10
ὠ	7	12	10
Ὡ	8	12	10
ὡ	7	12	10
Ὢ	9	12	10
ὢ	7	12	10
Ὣ	9	12	10
ὣ	7	12	10
Ὤ	9	12	10
ὤ	7	12	10
Ὥ	9	12	10
ὥ	7	12	10
Ὦ	8	12	10
ὦ	7	12	10
Ὧ	9	12	10
ὧ	7	12	10
ᾨ	8	12	10
ᾠ	7	12	10
ᾩ	8	12	10
ᾡ	7	12	10
ᾪ	9	12	10
ᾢ	7	12	10
ᾫ	9	12	10
ᾣ	7	12	10
ᾬ	9	12	10
